player_id,skill_level,latency_ms,region,rank,playtime_hours
316,23,9,NA,Bronze,314
317,24,5,SA,Bronze,341
318,17,16,OC,Bronze,151
319,21,11,NA,Bronze,363
320,20,21,EU,Bronze,0
321,22,33,AS,Bronze,268
322,31,19,AS,Bronze,177
323,34,22,AF,Bronze,298
324,34,11,AF,Bronze,195
325,40,21,OC,Bronze,311
326,21,17,AS,Bronze,262
327,29,20,AF,Bronze,402
328,29,34,OC,Bronze,192
329,24,14,SA,Bronze,282
330,42,21,NA,Silver,377
331,39,10,NA,Bronze,263
332,29,15,AS,Bronze,457
333,27,22,NA,Bronze,62
334,27,25,SA,Bronze,155
335,31,15,OC,Bronze,431
336,39,15,EU,Bronze,358
337,40,19,OC,Bronze,251
338,26,25,AS,Bronze,299
339,49,6,AF,Silver,253
340,42,9,SA,Silver,289
341,25,11,AF,Bronze,295
342,27,34,AS,Bronze,400
343,34,10,SA,Bronze,337
344,48,16,OC,Silver,411
345,42,8,AS,Silver,377
346,20,15,AS,Bronze,193
347,37,12,EU,Bronze,229
348,26,5,AF,Bronze,398
349,50,22,SA,Silver,433
350,45,17,AS,Silver,139
351,43,26,AS,Silver,553
352,44,15,NA,Silver,238
353,32,21,EU,Bronze,287
354,24,24,SA,Bronze,377
355,34,15,OC,Bronze,230
356,21,20,NA,Bronze,255
357,45,11,SA,Silver,279
358,61,13,AF,Gold,446
359,58,30,NA,Gold,319
360,35,19,AF,Bronze,54
361,16,12,AF,Bronze,236
362,24,18,AF,Bronze,385
363,15,15,AS,Bronze,254
364,35,16,SA,Bronze,255
365,30,17,OC,Bronze,383
366,35,11,SA,Bronze,64
367,26,8,SA,Bronze,187
368,34,18,EU,Bronze,255
369,38,15,AF,Bronze,409
370,36,9,NA,Bronze,290
371,21,15,SA,Bronze,398
372,40,14,EU,Bronze,243
373,21,18,OC,Bronze,381
374,24,20,SA,Bronze,251
375,30,13,AF,Bronze,137
376,24,28,SA,Bronze,134
377,30,29,SA,Bronze,288
378,23,19,AS,Bronze,291
379,23,13,AS,Bronze,633
380,36,10,AS,Bronze,437
381,27,7,AS,Bronze,387
382,36,12,AS,Bronze,281
383,27,18,EU,Bronze,334
384,32,18,AF,Bronze,297
385,29,22,AF,Bronze,164
386,35,8,AS,Bronze,230
387,26,14,AS,Bronze,157
388,37,13,EU,Bronze,177
389,39,29,AS,Bronze,334
390,42,12,OC,Silver,379
391,32,14,EU,Bronze,345
392,23,23,SA,Bronze,392
393,32,20,OC,Bronze,195
394,24,15,AS,Bronze,186
395,24,29,EU,Bronze,197
396,37,5,AS,Bronze,545
397,28,20,NA,Bronze,311
398,43,5,AF,Silver,211
399,35,12,AF,Bronze,261
400,37,25,AF,Bronze,376
401,24,11,OC,Bronze,276
402,40,22,EU,Bronze,324
403,53,19,OC,Silver,277
404,40,21,AS,Bronze,426
405,38,10,OC,Bronze,226
406,25,5,AS,Bronze,224
407,36,8,AS,Bronze,400
408,38,24,SA,Bronze,161
409,37,5,AF,Bronze,259
410,30,21,AF,Bronze,369
411,36,8,OC,Bronze,71
412,38,12,OC,Bronze,558
413,18,5,NA,Bronze,233
414,22,14,NA,Bronze,296
415,34,17,AF,Bronze,265
416,36,12,EU,Bronze,277
417,28,13,AS,Bronze,425
418,11,7,NA,Bronze,260
419,34,14,SA,Bronze,359
420,12,19,OC,Bronze,705
421,49,19,OC,Silver,306
422,44,10,SA,Silver,445
423,26,23,EU,Bronze,333
424,27,10,EU,Bronze,138
425,33,14,AF,Bronze,433
426,25,13,AF,Bronze,144
427,18,16,EU,Bronze,380
428,36,19,AF,Bronze,381
429,12,20,OC,Bronze,122
430,29,16,AS,Bronze,197
431,30,11,EU,Bronze,330
432,28,22,OC,Bronze,180
433,52,12,EU,Silver,342
434,40,29,OC,Bronze,225
435,28,15,NA,Bronze,191
436,17,22,AS,Bronze,126
437,26,11,EU,Bronze,272
438,31,24,SA,Bronze,179
439,14,23,SA,Bronze,254
440,20,11,EU,Bronze,439
441,40,34,NA,Bronze,419
442,45,17,OC,Silver,392
443,32,13,NA,Bronze,80
444,52,6,SA,Silver,292
445,27,21,AS,Bronze,176
446,26,15,AF,Bronze,329
447,35,21,EU,Bronze,299
448,12,11,AF,Bronze,386
449,55,17,NA,Silver,228
450,7,17,AS,Bronze,96
451,15,12,EU,Bronze,356
452,31,16,EU,Bronze,410
453,34,18,OC,Bronze,290
454,37,6,EU,Bronze,401
455,34,18,EU,Bronze,278
456,61,20,OC,Gold,309
457,22,18,SA,Bronze,337
458,39,15,OC,Bronze,321
459,50,32,AF,Silver,189
460,30,19,OC,Bronze,349
461,44,10,OC,Silver,224
462,36,11,AS,Bronze,336
463,21,19,OC,Bronze,498
464,34,21,EU,Bronze,346
465,42,14,NA,Silver,497
466,29,22,AF,Bronze,72
467,40,9,AS,Bronze,204
468,31,32,AS,Bronze,119
469,40,11,AS,Bronze,280
470,32,20,EU,Bronze,121
471,49,23,AF,Silver,478
472,33,24,SA,Bronze,96
473,34,18,AF,Bronze,360
474,9,35,OC,Bronze,495
475,26,22,NA,Bronze,149
476,23,21,OC,Bronze,255
477,20,5,AS,Bronze,294
478,16,15,OC,Bronze,314
479,40,9,EU,Bronze,163
480,40,28,NA,Bronze,396
481,12,13,NA,Bronze,131
482,17,9,SA,Bronze,162
483,35,22,EU,Bronze,362
484,22,13,EU,Bronze,367
485,41,23,AF,Silver,222
486,16,13,EU,Bronze,294
487,36,33,NA,Bronze,213
488,29,32,SA,Bronze,232
489,60,16,EU,Gold,227
490,42,11,EU,Silver,360
491,26,10,EU,Bronze,241
492,36,14,NA,Bronze,530
493,44,20,EU,Silver,79
494,28,22,OC,Bronze,327
495,26,8,SA,Bronze,489
496,28,20,NA,Bronze,192
497,35,22,EU,Bronze,207
498,22,14,AS,Bronze,464
499,24,17,EU,Bronze,173
500,53,10,NA,Silver,233
501,18,5,AF,Bronze,339
502,46,12,OC,Silver,580
503,38,17,NA,Bronze,347
504,21,22,NA,Bronze,467
505,35,5,NA,Bronze,324
506,26,12,NA,Bronze,583
507,33,19,AF,Bronze,242
508,27,21,AF,Bronze,104
509,25,20,AF,Bronze,311
510,22,13,OC,Bronze,448
511,18,14,NA,Bronze,297
512,24,16,OC,Bronze,357
513,36,8,AS,Bronze,266
514,27,6,NA,Bronze,270
515,16,13,SA,Bronze,300
516,26,29,AF,Bronze,338
517,29,22,SA,Bronze,362
518,17,16,AS,Bronze,253
519,15,13,SA,Bronze,262
520,53,12,AS,Silver,298
521,33,18,EU,Bronze,371
522,21,10,AS,Bronze,0
523,39,7,AF,Bronze,279
524,27,10,EU,Bronze,185
525,35,15,AF,Bronze,497
526,35,21,OC,Bronze,576
527,28,11,OC,Bronze,269
528,32,13,EU,Bronze,332
529,45,21,NA,Silver,209
530,24,21,SA,Bronze,341
531,53,12,NA,Silver,396
532,42,23,SA,Silver,272
533,21,10,SA,Bronze,376
534,38,6,NA,Bronze,243
535,23,7,AF,Bronze,351
536,17,16,SA,Bronze,415
537,19,17,NA,Bronze,461
538,35,33,EU,Bronze,191
539,50,15,EU,Silver,124
540,37,23,EU,Bronze,355
541,25,8,SA,Bronze,330
542,61,9,NA,Gold,304
543,26,10,AS,Bronze,197
544,32,20,NA,Bronze,99
545,36,16,EU,Bronze,97
546,27,5,AF,Bronze,273
547,41,7,OC,Silver,306
548,45,5,OC,Silver,384
549,30,6,EU,Bronze,351
550,19,22,NA,Bronze,381
551,27,16,SA,Bronze,74
552,32,35,NA,Bronze,156
553,53,19,AF,Silver,453
554,43,14,AS,Silver,572
555,32,18,SA,Bronze,172
556,39,19,AF,Bronze,223
557,42,25,SA,Silver,255
558,15,21,AS,Bronze,185
559,35,13,SA,Bronze,377
560,32,21,EU,Bronze,443
561,46,8,AS,Silver,466
562,20,14,AS,Bronze,529
563,38,14,AF,Bronze,659
564,28,9,EU,Bronze,378
565,24,11,AF,Bronze,444
566,25,21,SA,Bronze,273
567,26,17,AF,Bronze,296
568,47,21,NA,Silver,448
569,47,15,AS,Silver,60
570,27,8,EU,Bronze,174
571,27,11,EU,Bronze,114
572,43,9,NA,Silver,84
573,19,19,AF,Bronze,191
574,38,14,EU,Bronze,324
575,20,15,AS,Bronze,218
576,29,5,AS,Bronze,469
577,34,25,NA,Bronze,452
578,18,10,EU,Bronze,465
579,40,33,OC,Bronze,419
580,29,13,AS,Bronze,213
581,44,12,AS,Silver,471
582,24,7,NA,Bronze,235
583,32,29,AS,Bronze,417
584,42,18,EU,Silver,515
585,24,20,NA,Bronze,235
586,21,16,OC,Bronze,189
587,51,15,NA,Silver,461
588,31,10,OC,Bronze,166
589,13,27,OC,Bronze,328
590,36,8,EU,Bronze,509
591,36,5,SA,Bronze,195
592,29,13,SA,Bronze,249
593,39,18,NA,Bronze,472
594,19,18,OC,Bronze,234
595,33,9,NA,Bronze,434
596,19,25,NA,Bronze,502
597,42,19,SA,Silver,509
598,36,30,AF,Bronze,223
599,33,21,AS,Bronze,203
600,25,6,EU,Bronze,385
601,26,15,OC,Bronze,395
602,42,11,AS,Silver,321
603,20,28,AF,Bronze,184
604,24,6,OC,Bronze,291
605,41,17,EU,Silver,271
606,22,16,AF,Bronze,503
607,46,13,EU,Silver,248
608,27,15,OC,Bronze,423
609,11,19,NA,Bronze,25
610,40,21,AS,Bronze,351
611,23,10,OC,Bronze,441
612,46,36,OC,Silver,396
613,45,19,NA,Silver,49
614,52,12,EU,Silver,485
615,42,32,OC,Silver,268
616,24,16,EU,Bronze,465
617,34,6,NA,Bronze,342
618,40,35,AF,Bronze,269
619,56,8,SA,Gold,146
620,30,18,AF,Bronze,268
621,23,23,EU,Bronze,228
622,52,11,AF,Silver,411
623,42,12,AS,Silver,276
624,20,19,AF,Bronze,238
625,25,8,AF,Bronze,210
626,41,17,EU,Silver,151
627,33,5,OC,Bronze,422
628,35,18,SA,Bronze,537
629,19,5,EU,Bronze,129
630,38,8,SA,Bronze,325
631,35,12,OC,Bronze,289
632,43,17,SA,Silver,267
633,33,24,EU,Bronze,504
634,32,25,NA,Bronze,313
635,37,15,OC,Bronze,274
636,24,19,AS,Bronze,310
637,31,9,EU,Bronze,242
638,48,9,EU,Silver,500
639,18,21,OC,Bronze,313
640,47,15,EU,Silver,372
641,40,23,OC,Bronze,273
642,29,17,AF,Bronze,394
643,19,17,AF,Bronze,250
644,41,18,SA,Silver,188
645,36,8,SA,Bronze,193
646,23,13,NA,Bronze,330
647,26,7,EU,Bronze,465
648,30,21,SA,Bronze,215
649,52,7,EU,Silver,92
650,27,18,NA,Bronze,130
651,54,24,EU,Silver,350
652,35,25,AS,Bronze,378
653,40,20,AF,Bronze,290
654,30,10,SA,Bronze,154
655,32,11,EU,Bronze,99
656,26,20,AS,Bronze,361
657,21,23,NA,Bronze,60
658,47,20,AS,Silver,469
659,41,11,AS,Silver,193
660,27,21,SA,Bronze,309
661,24,30,SA,Bronze,368
662,34,17,AS,Bronze,260
663,30,30,NA,Bronze,162
664,26,18,OC,Bronze,120
665,39,26,NA,Bronze,421
666,37,23,NA,Bronze,389
667,18,5,OC,Bronze,320
668,30,10,NA,Bronze,276
669,57,12,AF,Gold,456
670,18,19,OC,Bronze,312
671,32,10,SA,Bronze,326
672,51,11,AF,Silver,312
673,29,19,EU,Bronze,359
674,29,18,EU,Bronze,368
675,39,9,AS,Bronze,261
676,22,21,AF,Bronze,253
677,26,19,OC,Bronze,322
678,22,12,SA,Bronze,171
679,24,17,EU,Bronze,215
680,46,9,EU,Silver,423
681,25,28,NA,Bronze,303
682,32,18,EU,Bronze,310
683,19,12,OC,Bronze,667
684,27,9,AS,Bronze,210
685,37,9,EU,Bronze,218
686,37,17,OC,Bronze,65
687,27,16,AF,Bronze,243
688,55,20,OC,Silver,333
689,32,7,AF,Bronze,368
690,42,18,AS,Silver,268
691,20,19,SA,Bronze,511
692,47,5,EU,Silver,593
693,35,11,SA,Bronze,339
694,33,22,OC,Bronze,477
695,38,6,OC,Bronze,377
696,15,10,NA,Bronze,426
697,35,25,EU,Bronze,128
698,34,18,SA,Bronze,275
699,62,24,NA,Gold,493
700,48,12,NA,Silver,260
701,32,18,EU,Bronze,530
702,42,5,EU,Silver,372
703,22,17,AF,Bronze,329
704,24,10,AS,Bronze,187
705,21,14,SA,Bronze,282
706,26,5,AF,Bronze,387
707,39,27,SA,Bronze,529
708,24,6,AS,Bronze,107
709,39,18,NA,Bronze,513
710,31,24,OC,Bronze,360
711,36,7,OC,Bronze,350
712,28,23,AF,Bronze,150
713,13,21,NA,Bronze,277
714,33,23,OC,Bronze,319
715,47,14,EU,Silver,244
716,45,6,EU,Silver,445
717,38,13,NA,Bronze,238
718,34,12,SA,Bronze,226
719,28,10,SA,Bronze,239
720,27,12,SA,Bronze,270
721,33,22,SA,Bronze,432
722,33,13,NA,Bronze,470
723,29,11,EU,Bronze,331
724,38,10,NA,Bronze,249
725,43,13,OC,Silver,580
726,26,10,OC,Bronze,419
727,38,11,SA,Bronze,234
728,53,25,NA,Silver,178
729,31,13,EU,Bronze,274
730,32,14,SA,Bronze,343
731,37,17,EU,Bronze,47
732,27,11,OC,Bronze,206
733,23,25,NA,Bronze,311
734,28,27,AS,Bronze,342
735,26,9,AS,Bronze,131
736,13,20,AF,Bronze,205
737,29,17,AS,Bronze,305
738,33,11,EU,Bronze,271
739,41,7,NA,Silver,215
740,51,6,SA,Silver,337
741,22,7,OC,Bronze,251
742,37,19,AF,Bronze,406
743,45,25,EU,Silver,163
744,33,15,SA,Bronze,240
745,40,26,AF,Bronze,176
746,42,22,NA,Silver,101
747,27,11,OC,Bronze,311
748,25,18,OC,Bronze,411
749,45,19,AS,Silver,607
750,25,8,NA,Bronze,271
751,30,9,OC,Bronze,503
752,29,23,EU,Bronze,354
753,40,25,OC,Bronze,221
754,37,8,EU,Bronze,241
755,28,6,AS,Bronze,292
756,28,23,NA,Bronze,490
757,22,12,AS,Bronze,78
758,33,8,EU,Bronze,567
759,24,9,NA,Bronze,141
760,16,19,AF,Bronze,55
761,31,19,EU,Bronze,234
762,60,14,AS,Gold,352
763,34,21,NA,Bronze,410
764,21,18,EU,Bronze,413
765,18,23,EU,Bronze,106
766,45,19,NA,Silver,457
767,34,32,OC,Bronze,263
768,45,5,AF,Silver,433
769,27,5,SA,Bronze,366
770,36,14,NA,Bronze,457
771,47,14,SA,Silver,223
772,32,15,NA,Bronze,523
773,37,20,AS,Bronze,100
774,18,11,NA,Bronze,19
775,37,10,EU,Bronze,325
776,45,18,SA,Silver,443
777,34,7,AF,Bronze,195
778,20,15,EU,Bronze,248
779,28,15,AS,Bronze,185
780,35,20,NA,Bronze,287
781,35,13,EU,Bronze,200
782,33,15,NA,Bronze,202
783,35,17,AS,Bronze,201
784,22,8,AF,Bronze,250
785,24,18,NA,Bronze,165
786,12,11,AF,Bronze,248
787,39,20,AS,Bronze,238
788,37,20,OC,Bronze,651
789,23,19,OC,Bronze,257
790,32,23,AS,Bronze,309
791,25,10,AF,Bronze,276
792,23,19,SA,Bronze,289
793,47,15,NA,Silver,527
794,29,11,AF,Bronze,34
795,41,19,OC,Silver,452
796,26,8,AS,Bronze,183
797,32,17,NA,Bronze,223
798,37,13,SA,Bronze,261
799,26,14,AS,Bronze,543
800,36,6,EU,Bronze,414
801,6,11,OC,Bronze,273
802,26,6,AF,Bronze,318
803,45,9,NA,Silver,210
804,31,26,AS,Bronze,331
805,29,12,EU,Bronze,349
806,45,17,NA,Silver,0
807,39,8,EU,Bronze,366
808,23,18,NA,Bronze,178
809,34,16,OC,Bronze,249
810,12,8,SA,Bronze,353
811,26,24,AF,Bronze,199
812,24,19,NA,Bronze,498
813,24,12,SA,Bronze,107
814,34,20,OC,Bronze,437
815,49,21,NA,Silver,532
816,12,20,EU,Bronze,359
817,33,24,NA,Bronze,278
818,34,19,AF,Bronze,300
819,26,12,NA,Bronze,431
820,20,17,NA,Bronze,348
821,49,16,NA,Silver,335
822,31,21,OC,Bronze,383
823,41,20,EU,Silver,205
824,23,15,EU,Bronze,365
825,22,12,NA,Bronze,413
826,34,19,OC,Bronze,201
827,20,16,AS,Bronze,470
828,30,6,OC,Bronze,430
829,23,27,NA,Bronze,305
830,23,24,AS,Bronze,273
831,44,16,AF,Silver,236
832,44,10,OC,Silver,221
833,26,17,AF,Bronze,170
834,44,30,NA,Silver,246
835,31,21,EU,Bronze,245
836,28,10,NA,Bronze,60
837,26,5,OC,Bronze,221
838,24,15,EU,Bronze,304
839,13,5,AF,Bronze,152
840,32,7,EU,Bronze,319
841,22,21,EU,Bronze,279
842,32,11,OC,Bronze,248
843,41,14,SA,Silver,367
844,43,25,AF,Silver,219
845,21,20,AF,Bronze,323
846,41,10,EU,Silver,550
847,44,5,OC,Silver,353
848,41,20,AS,Silver,243
849,32,18,AF,Bronze,579
850,25,25,EU,Bronze,540
851,27,16,OC,Bronze,401
852,51,18,NA,Silver,216
853,33,11,SA,Bronze,433
854,26,13,NA,Bronze,259
855,25,14,NA,Bronze,494
856,32,13,EU,Bronze,325
857,36,15,NA,Bronze,320
858,62,13,AS,Gold,198
859,46,15,AF,Silver,472
860,32,16,NA,Bronze,281
861,35,13,AF,Bronze,410
862,39,15,EU,Bronze,274
863,30,23,AS,Bronze,225
864,50,9,NA,Silver,278
865,41,12,OC,Silver,197
866,34,13,OC,Bronze,229
867,37,21,OC,Bronze,424
868,59,11,OC,Gold,417
869,28,19,EU,Bronze,289
870,17,10,SA,Bronze,341
871,33,13,OC,Bronze,243
872,17,7,OC,Bronze,438
873,16,13,AS,Bronze,334
874,21,26,AF,Bronze,196
875,17,19,OC,Bronze,222
876,14,6,SA,Bronze,300
877,44,11,AF,Silver,378
878,26,17,EU,Bronze,277
879,44,22,OC,Silver,420
880,27,14,OC,Bronze,250
881,46,11,EU,Silver,458
882,44,28,EU,Silver,326
883,26,20,AF,Bronze,333
